complaint_nbr,hearing_nbr,final_order_date,discipline_nbr,discipline_imposed,statute,discipline_start_date,discipline_end_date,discipline_satisfied_date,discipline_comments,row_revision,creation_user_code,creation_datetime,update_user_code,update_datetime,id
8982,494,9/3/1996,1,VR,7,9/3/1996,,,,,,,,,2978
2881,23,11/9/1992,1,Rev,7,,,,,,,,,,1003
2831,23,11/12/1992,1,Rev,,,,,,,,,,,969
2157,7,2/1/1989,1,Rev,,,,,,,,,,,532
5282,7,2/1/1989,1,Rev,,,,,,,,,,,1644
1330,53,2/29/1988,1,SP,,,,,,,,,,,145
5319,75,6/19/1989,1,Rev,,,,,,,,,,,1669
1743,34,10/2/1987,1,NC-Dismissed,,,,,,,,,,,293
99,27,6/5/1985,1,Rev,7,6/5/1985,,,,,,,,,15
2682,23,11/6/1992,1,Rev,,,,,,,,,,,881
2176,98,3/15/1989,1,Rev,,,,,,,,,,,545
1677,74,7/11/1987,1,Rev,,,,,,,,,,,260
5498,65,2/28/1990,1,Rev,,,,,,,,,,,1776
1825,34,10/2/1987,1,Rev,,,,,,,,,,,331
5668,18,7/11/1990,1,Rev,,,,,,,,,,,1904
5912,22,12/20/1991,1,SP,,,,,,,,,,,2089
5582,38,8/18/1989,1,NC-Dismissed,,,,,,,,,,,1841
562,105,1/28/1985,1,Rev,,,,,,,,,,,76
2830,39,2/26/1992,1,Rev,,,,,,,,,,,968
10761,149,10/15/1996,1,Rev,7,10/15/1996,,,,,,,,,3809
12006,395,11/12/1997,1,PR,7,11/27/1997,11/27/1998,,,,,,,,4250
5747,17,6/14/1991,1,NC-Dismissed,,,,,,,,,,,1970
354,24,1/28/1985,1,Rev,,,,,,,,,,,41
2319,14,9/18/1991,1,Rev,,,,,,,,,,,638
5621,56,4/4/1990,1,Rev,,,,,,,,,,,1870
854,111,3/1/1984,1,NC-Dismissed,,,,,,,,,,,111
5496,65,2/28/1990,1,NC-Dismissed,,,,,,,,,,,1774
526,113,9/5/1984,1,Rev,,,,,,,,,,,69
2118,56,4/4/1990,1,Rev,,,,,,,,,,,506
5295,62,6/8/1988,1,Rev,,,,,,,,,,,1652
1658,38,10/13/1989,1,Rev,,,,,,,,,,,246
5522,65,2/28/1990,1,Rev,,,,,,,,,,,1794
2373,23,11/12/1992,1,Rev,,,,,,,,,,,670
5720,57,10/3/1990,1,Rev,,,,,,,,,,,1946
1615,53,5/1/1986,1,Rev,,,,,,,,,,,220
2393,90,2/4/1991,1,Rev,,,,,,,,,,,686
1391,113,6/25/1986,1,SP,,,,,,,,,,,160
640,123,4/14/1987,1,Rev,,,,,,,,,,,90
2039,38,10/13/1989,1,Rev,,,,,,,,,,,457
1631,87,2/18/1986,1,Rev,,,,,,,,,,,231
2435,17,6/14/1991,1,Rev,,,,,,,,,,,714
11093,149,10/15/1996,1,VR,7,10/15/1996,,,,,,,,,3914
2303,23,11/9/1992,1,Rev,,,,,,,,,,,624
5306,98,3/15/1989,1,Rev,,,,,,,,,,,1661
1416,51,1/30/1986,1,Rev,,,,,,,,,,,165
2162,65,2/28/1990,1,Rev,,,,,,,,,,,534
2404,57,10/3/1990,1,Rev,,,,,,,,,,,694
5400,98,3/15/1989,1,Rev,,,,,,,,,,,1715
1700,62,6/8/1988,1,Rev,,,,,,,,,,,273
5905,30,8/6/1992,1,Rev,,,,,,,,,,,2084
2306,38,10/13/1989,1,SP,,,,,,,,,,,627
876,113,9/24/1984,1,NC-Dismissed,,,,,,,,,,,114
5562,38,8/18/1989,1,NC-Dismissed,,,,,,,,,,,1825
2624,30,8/6/1992,1,Rev,,,,,,,,,,,843
9732,493,9/3/1996,1,DI,7,9/3/1996,,,,,,,,,3356
23,127,1/25/1985,1,Rev,,,,,,,,,,,4
2363,65,2/28/1990,1,Rev,,,,,,,,,,,661
5506,65,2/28/1990,1,Rev,,,,,,,,,,,1781
5642,18,7/11/1990,1,Rev,,,,,,,,,,,1885
1708,41,8/6/1986,1,NC-Dismissed,,,,,,,,,,,278
5386,7,2/1/1989,1,Rev,,,,,,,,,,,1706
2399,22,12/20/1991,1,SP,,,,,,,,,,,690
2554,17,6/14/1991,1,Rev,,,,,,,,,,,793
1470,69,12/26/1985,1,Rev,,,,,,,,,,,175
8611,493,9/3/1996,1,DI,,9/3/1996,,,,,,,,,2858
9595,494,9/3/1996,1,Rev,7,9/3/1996,,,,,,,,,3287
2498,14,9/18/1991,1,Rev,,,,,,,,,,,756
1839,74,6/1/1987,1,Rev,,,,,,,,,,,338
2288,65,2/28/1990,1,Rev,,,,,,,,,,,611
5269,7,2/1/1989,1,Rev,,,,,,,,,,,1634
2478,14,9/18/1991,1,DI,7,,,,,,,,,,743
8006,38,10/13/1989,1,Rev,,,,,,,,,,,2598
2725,22,12/20/1991,1,VR,B,,,,,,,,,,904
393,135,1/28/1985,1,Rev,,,,,,,,,,,49
2111,38,10/13/1989,1,Rev,,,,,,,,,,,502
10004,494,9/3/1996,1,Rev,7,9/3/1996,,,,,,,,,3513
2537,14,9/18/1991,1,Rev,,,,,,,,,,,783
2938,23,11/9/1992,1,Rev,,,,,,,,,,,1045
391,135,1/28/1985,1,Rev,,,,,,,,,,,47
5553,57,10/3/1990,1,Rev,7,,,,,,,,,,1817
5848,39,2/26/1992,1,DI,7,,,,,,,,,,2040
248,69,11/5/1985,1,Rev,,,,,,,,,,,34
1678,7,2/1/1989,1,Rev,,,,,,,,,,,261
5649,17,6/14/1991,1,Rev,,,,,,,,,,,1891
148,27,6/13/1985,1,Rev,,,,,,,,,,,21
4977,69,10/18/1985,1,Rev,,,,,,,,,,,1487
2451,30,8/6/1992,1,NC-Dismissed,,,,,,,,,,,725
9807,149,10/15/1996,1,Rev,7,10/15/1996,,,,,,,,,3400
2631,30,8/6/1992,1,Rev,,,,,,,,,,,849
2005,65,2/28/1990,1,NC-Dismissed,,,,,,,,,,,435
2194,38,10/13/1989,1,SP,,,,,,,,,,,553
5692,57,10/3/1990,1,Rev,,,,,,,,,,,1923
2069,7,2/1/1989,1,Rev,,,,,,,,,,,473
2345,56,4/4/1990,1,Rev,,,,,,,,,,,652
2536,90,2/4/1991,1,Rev,,,,,,,,,,,782
1803,141,5/16/1987,1,Rev,,,,,,,,,,,322
5195,58,3/16/1988,1,Rev,,,,,,,,,,,1587
2563,22,12/20/1991,1,Rev,,,,,,,,,,,798
5749,17,6/14/1991,1,Rev,,,,,,,,,,,1972
5853,23,11/9/1992,1,Rev,,,,,,,,,,,2044
4924,144,2/9/1987,1,NC-Dismissed,,,,,,,,,,,1477
2445,145,2/4/1991,1,Rev,,,,,,,,,,,720
5598,17,6/14/1991,1,Rev,,,,,,,,,,,1853
1056,27,9/30/1985,1,Rev,,,,,,,,,,,125
2219,75,6/19/1989,1,SP,,,,,,,,,,,567
5716,57,10/3/1990,1,Rev,,,,,,,,,,,1943
5329,7,2/1/1989,1,Rev,,,,,,,,,,,1676
8384,493,9/3/1996,1,Rev,7,9/3/1996,,,,,,,,,2748
5706,61,4/15/1991,1,Rev,,,,,,,,,,,1933
912,150,11/13/1984,1,Rev,,,,,,,,,,,116
2233,65,2/28/1990,1,Rev,,,,,,,,,,,577
5070,34,10/2/1987,1,Rev,,,,,,,,,,,1526
2720,23,11/9/1992,1,Rev,,11/9/1992,,,,,,,,,902
510,68,1/28/1985,1,Rev,,,,,,,,,,,67
10664,149,10/15/1996,1,Rev,7,10/15/1996,,,,,,,,,3774
1703,46,3/16/1988,1,NC-Dismissed,,,,,,,,,,,275
465,137,1/28/1985,1,Rev,,,,,,,,,,,60
3020,23,11/9/1992,1,Rev,,,,,,,,,,,1089
4885,141,5/1/1987,1,Rev,,,,,,,,,,,1467
5314,62,6/8/1988,1,Rev,4,,,,,,,,,,1665
5804,61,4/15/1991,1,Rev,,,,,,,,,,,2010
544,49,12/16/1987,1,Rev,,,,,,,,,,,74
5338,7,2/1/1989,1,Rev,,,,,,,,,,,1680
5978,23,11/6/1992,1,Rev,,,,,,,,,,,2141
1937,62,6/8/1988,1,SP,,,,,,,,,,,395
963,150,1/23/1985,1,Rev,,,,,,,,,,,118
2095,75,6/19/1989,1,Rev,,,,,,,,,,,491
1617,34,10/2/1987,1,Rev,,,,,,,,,,,222
5188,85,1/20/1987,1,DN,,,,,,,,,,,1582
2716,30,8/6/1992,1,Rev,,,,,,,,,,,900
2163,65,2/28/1990,1,Rev,,,,,,,,,,,535
2940,23,11/9/1992,1,Rev,,,,,,,,,,,1046
5604,56,4/4/1990,1,Rev,,,,,,,,,,,1859
2464,17,6/14/1991,1,Rev,,,,,,,,,,,733
1963,7,2/1/1989,1,Rev,,,,,,,,,,,412
851,51,1/28/1986,1,Rev,,,,,,,,,,,109
10335,494,9/3/1996,1,Rev,7,9/3/1996,,,,,,,,,3649
1685,161,5/30/1987,1,SP,,,,,,,,,,,266
2134,38,10/13/1989,1,Rev,,,,,,,,,,,518
627,75,6/19/1989,1,Rev,,,,,,,,,,,88
2139,7,2/1/1989,1,Rev,,,,,,,,,,,522
2568,22,12/20/1991,1,Rev,,,,,,,,,,,804
5875,23,11/9/1992,1,Rev,,,,,,,,,,,2062
245,162,3/23/1984,1,SP,,,,,,,,,,,33
1639,41,7/31/1986,1,Rev,,,,,,,,,,,232
5667,56,4/4/1990,1,Rev,,,,,,,,,,,1903
1746,5,10/2/1987,1,Rev,,,,,,,,,,,296
2268,65,2/28/1990,1,Rev,,,,,,,,,,,599
5717,338,10/15/1996,1,DI,7,,,,,,,,,,1944
1794,163,6/1/1987,1,Rev,,,,,,,,,,,315
27,119,1/29/1982,1,Rev,7,,,,,,,,,,6
5733,39,2/26/1992,1,Rev,,,,,,,,,,,1958
2395,90,2/4/1991,1,Rev,,2/4/1991,,,,,,,,,688
2140,98,3/15/1989,1,Rev,,,,,,,,,,,523
1589,167,1/20/1987,1,Rev,,,,,,,,,,,214
2092,169,12/20/1991,1,Rev,,,,,,,,,,,489
1620,167,12/19/1986,1,Rev,,,,,,,,,,,224
4798,167,2/28/1987,1,Rev,,,,,,,,,,,1453
8472,493,9/3/1996,1,DI,7,,,,reconsideration granted,,,,,,2797
2379,39,2/26/1992,1,Rev,,,,,,,,,,,675
1903,59,9/8/1988,1,NC-Dismissed,,,,,,,,,,,374
594,68,1/28/1985,1,Rev,,,,,,,,,,,81
5082,85,1/20/1987,1,Rev,,,,,,,,,,,1531
5687,13,4/15/1991,1,Rev,,,,,,,,,,,1919
5479,38,10/13/1989,1,Rev,,,,,,,,,,,1760
5303,62,6/8/1988,1,Rev,,,,,,,,,,,1659
2627,39,2/26/1992,1,NC-Dismissed,,,,,,,,,,,846
2465,30,8/6/1992,1,Rev,,,,,,,,,,,734
5678,57,10/3/1990,1,Rev,,,,,,,,,,,1912
5267,98,3/15/1989,1,Rev,,,,,,,,,,,1632
1905,75,6/19/1989,1,Rev,,,,,,,,,,,375
9544,494,9/3/1996,1,Rev,4,9/3/1996,,,,,,,,,3259
2124,57,10/3/1990,1,Rev,,,,,,,,,,,511
1497,85,1/20/1987,1,Rev,,,,,,,,,,,185
1783,75,6/19/1989,1,Rev,,,,,,,,,,,311
1892,46,3/16/1988,1,Rev,,,,,,,,,,,369
5798,17,6/14/1991,1,Rev,,,,,,,,,,,2005
1580,3,8/22/1986,1,NC-Dismissed,,,,,,,,,,,209
2832,23,11/6/1992,1,Rev,,,,,,,,,,,970
5828,17,6/14/1991,1,Rev,,,,,,,,,,,2027
5324,98,3/15/1989,1,Rev,,,,,,,,,,,1673
10149,494,9/3/1996,1,Rev,4,9/3/1996,,,,,,,,,3568
570,173,1/28/1985,1,Rev,,,,,,,,,,,79
302,53,5/5/1986,1,Rev,,,,,,,,,,,38
5985,22,12/20/1991,1,Rev,,,,,,,,,,,2146
5609,56,4/4/1990,1,NC-Dismissed,,,,,,,,,,,1862
2643,22,12/20/1991,1,Rev,,,,,,,,,,,858
5754,57,10/3/1990,1,Rev,,,,,,,,,,,1976
538,7,2/1/1989,1,Rev,,,,,,,,,,,73
2735,39,2/26/1992,1,Rev,,,,,,,,,,,909
5485,174,2/28/1990,1,Rev,,,,,,,,,,,1765
2388,18,7/11/1990,1,Rev,,,,,,,,,,,682
5204,7,2/1/1989,1,Rev,,,,,,,,,,,1594
2490,14,9/18/1991,1,Rev,,,,,,,,,,,751
10211,494,9/3/1996,1,Rev,4,9/3/1996,,,,,,,,,3599
6495,493,9/3/1996,1,Sus/Pr,7,9/18/1996,9/18/1998,,,,,,,,2500
2483,14,9/18/1991,1,Rev,,,,,,,,,,,745
2434,61,4/16/1991,1,Rev,,,,,,,,,,,713
474,137,1/25/1985,1,Rev,,,,,,,,,,,61
5155,75,6/19/1989,1,NC-Dismissed,,,,,,,,,,,1566
5201,74,6/1/1987,1,Rev,,,,,,,,,,,1592
5630,18,7/9/1990,1,Rev,,,,,,,,,,,1877
5235,7,2/1/1989,1,Rev,,,,,,,,,,,1612
2350,56,4/4/1990,1,Rev,,,,,,,,,,,654
5315,46,3/16/1988,1,Rev,,,,,,,,,,,1666
9748,149,10/15/1996,1,Rev,7,10/15/1996,,,,,,,,,3367
5601,57,10/3/1990,1,Rev,,,,,,,,,,,1856
5312,62,6/8/1988,1,Rev,,,,,,,,,,,1663
2847,30,8/6/1992,1,Rev,,,,,,,,,,,980
5916,22,12/20/1991,1,Rev,,,,,,,,,,,2092
31,105,1/28/1985,1,Rev,,,,,,,,,,,8
2419,90,2/4/1991,1,Rev,,,,,,,,,,,701
5140,3,1/20/1987,1,Rev,,,,,,,,,,,1559
1450,53,3/27/1986,1,NC-Dismissed,,,,,,,,,,,171
2238,56,4/4/1990,1,Rev,,,,,,,,,,,578
2471,61,4/15/1991,1,Rev,,,,,,,,,,,739
5929,14,9/18/1991,1,Rev,,,,,,,,,,,2101
1910,49,12/16/1987,1,Rev,,,,,,,,,,,377
1941,38,10/13/1989,1,Rev,,,,,,,,,,,398
1964,62,6/8/1988,1,Rev,,,,,,,,,,,413
5277,62,6/8/1988,1,Rev,,,,,,,,,,,1641
5998,39,2/26/1992,1,Rev,,,,,,,,,,,2153
1453,69,11/13/1985,1,NC-Dismissed,,,,,,,,,,,172
2746,30,8/6/1992,1,Rev,,,,,,,,,,,915
4914,53,5/5/1986,1,Rev,,,,,,,,,,,1475
2320,61,1/5/1993,1,SP,,,,,,,,,,,639
532,105,1/25/1985,1,Rev,,,,,,,,,,,71
1565,85,5/27/1987,1,Rev,,,,,,,,,,,203
5801,39,2/26/1992,1,Rev,,,,,,,,,,,2007
2119,75,6/19/1989,1,SP,,,,,,,,,,,507
5988,30,8/6/1992,1,Rev,,,,,,,,,,,2148
649,68,2/20/1985,1,DI,7,,,,,,,,,,91
5521,65,2/28/1990,1,Rev,,,,,,,,,,,1793
10426,493,9/3/1996,1,Sus/Pr,7,9/18/1996,3/18/1997,,,,,,,,3691
5497,75,6/19/1989,1,Rev,,,,,,,,,,,1775
809,53,5/5/1986,1,Rev,,,,,,,,,,,107
1948,46,3/16/1988,1,Rev,,,,,,,,,,,402
1587,87,2/18/1986,1,NC-Dismissed,,,,,,,,,,,212
2260,98,3/15/1989,1,Rev,,,,,,,,,,,593
2125,7,2/1/1989,1,Rev,,,,,,,,,,,512
2321,56,4/4/1990,1,Rev,,,,,,,,,,,640
5874,17,6/14/1991,1,Rev,,,,,,,,,,,2061
2532,30,8/6/1992,1,NC-Dismissed,,,,,,,,,,,780
223,53,5/5/1986,1,Rev,,,,,,,,,,,30
2750,23,11/9/1992,1,Rev,7,,,,,,,,,,916
5764,57,10/3/1990,1,Rev,,,,,,,,,,,1983
2485,61,4/16/1991,1,Rev,,,,,,,,,,,747
2371,61,4/15/1991,1,Rev,,,,,,,,,,,668
1748,49,12/16/1987,1,Rev,,,,,,,,,,,297
5600,61,4/15/1991,1,Rev,,,,,,,,,,,1855
2506,90,2/4/1991,1,Rev,,,,,,,,,,,762
9994,499,8/12/1997,1,None,,,,,,,,,,,3508
9993,499,8/12/1997,1,None,,,,,,,,,,,3507
11184,512,1/12/1998,1,Rev,4,1/12/1998,,,,,,,,,3942
1168,150,3/11/1986,1,SP,,,,,,,,,,,131
1788,49,12/16/1987,1,Rev,,,,,,,,,,,314
2353,18,7/11/1990,1,Rev,,,,,,,,,,,657
5099,167,1/20/1987,1,Rev,,,,,,,,,,,1539
2079,7,2/1/1989,1,Rev,,,,,,,,,,,481
1731,46,3/16/1988,1,Rev,,,,,,,,,,,287
5100,41,7/31/1986,1,NC-Dismissed,,,,,,,,,,,1540
5206,34,10/2/1987,1,NC-Dismissed,,,,,,,,,,,1596
1862,49,12/16/1987,1,Rev,,,,,,,,,,,350
5770,90,2/4/1991,1,Rev,,,,,,,,,,,1989
8781,493,9/3/1996,1,DI,7,9/3/1996,,,,,,,,,2913
2138,7,2/1/1989,1,Rev,,,,,,,,,,,521
5272,75,6/19/1989,1,Rev,,,,,,,,,,,1636
5495,65,2/28/1990,1,Rev,,,,,,,,,,,1773
2037,38,10/13/1989,1,NC-Dismissed,,,,,,,,,,,455
2352,90,2/4/1991,1,NC-Dismissed,,,,,,,,,,,656
2332,65,2/28/1990,1,Rev,,,,,,,,,,,646
1444,51,2/4/1986,1,Rev,,,,,,,,,,,168
1968,62,6/8/1988,1,Rev,,,,,,,,,,,416
5771,92,6/14/1991,1,Rev,,,,,,,,,,,1991
5212,46,3/16/1988,1,Rev,,,,,,,,,,,1601
8001,98,3/15/1989,1,Rev,,,,,,,,,,,2594
2347,56,4/4/1990,1,Rev,,,,,,,,,,,653
1196,69,11/5/1985,1,Rev,,,,,,,,,,,133
5345,98,3/15/1989,1,Rev,,,,,,,,,,,1685
930,25,3/20/1984,1,Rev,,,,,,,,,,,117
5636,56,4/4/1990,1,Rev,,,,,,,,,,,1880
5545,18,7/11/1990,1,Rev,,,,,,,,,,,1809
5371,75,6/19/1989,1,Rev,,,,,,,,,,,1698
5551,116,2/4/1991,1,Rev,,,,,,,,,,,1815
5071,41,7/31/1986,1,DN,,,,,,,,,,,1527
1377,27,6/13/1985,1,NC-Dismissed,,,,,,,,,,,157
8226,493,9/3/1996,1,PR,7,9/18/1996,9/18/1997,,,,,,,,2688
5558,38,8/18/1989,1,NC-Dismissed,,,,,,,,,,,1821
2256,75,6/19/1989,1,VR,,6/19/1989,,,,,,,,,590
6016,9,2/23/1993,1,Sus/Pr,7,2/23/1993,2/23/1994,,,,,,,,2169
2510,9,2/24/1993,1,DI,7,,,,,,,,,,764
6000,9,2/24/1993,1,PR,7,3/11/1993,3/11/1995,,,,,,,,2155
6380,9,2/23/1993,1,Rev,7,2/23/1993,,,,,,,,,2421
6392,73,2/4/1993,1,LG,,2/4/1993,,,,,,,,,2429
2599,9,2/23/1993,1,Rev,7,2/23/1993,,,,,,,,,822
6441,9,2/23/1993,1,Rev,4,2/23/1993,,,,,,,,,2462
6276,9,2/23/1993,1,Rev,7,2/23/1993,,,,,,,,,2348
3177,9,2/23/1993,1,Rev,7,,,,,,,,,,1179
2776,9,2/23/1993,1,Rev,7,2/23/1993,,,,,,,,,935
3322,9,2/23/1993,1,Rev,4,2/23/1993,,,,,,,,,1263
6286,9,2/24/1993,1,PR,7,3/11/1993,3/11/1995,,,,,,,,2355
6287,9,2/23/1993,1,Rev,4,2/23/1993,,,,,,,,,2356
3185,9,2/23/1993,1,Rev,7,2/23/1993,,,,,,,,,1181
5964,9,2/24/1993,1,Sus/Pr,7,1/29/1993,1/29/1995,,2 hr corr course on ethical & professional behav.,,,,,,2129
2692,9,2/23/1993,1,PR,7,1/29/1993,1/29/1994,,,,,,,,888
6436,9,2/23/1993,1,PR,7,2/23/1993,2/23/1994,,,,,,,,2458
3302,9,2/23/1993,1,Rev,7,,,,,,,,,,1251
3012,12,2/5/1993,1,Rev,7,2/5/1993,,,,,,,,,1084
6417,9,2/24/1993,1,Rev,7,2/24/1993,,,,,,,,,2446
6325,9,3/24/1993,1,Rev,7,,,,,,,,,,2380
3269,9,2/24/1993,1,SP,7,1/29/1993,1/29/1994,,,,,,,,1231
3365,9,2/24/1993,1,Rev,7,2/24/1993,,,,,,,,,1287
3090,9,2/24/1993,1,PR,7,1/28/1993,1/28/1994,,,,,,,,1127
3038,9,2/24/1993,1,Rev,4,2/24/1993,,,,,,,,,1101
3039,9,2/24/1993,1,Rev,4,2/24/1993,,,,,,,,,1103
6223,9,2/24/1993,1,Rev,7,2/24/1993,,,,,,,,,2311
6197,9,2/24/1993,1,Rev,7,2/24/1993,,,,,,,,,2288
5603,9,2/24/1993,1,Rev,7,2/24/1993,,,,,,,,,1858
6227,9,2/24/1993,1,Rev,7,2/24/1993,,,,,,,,,2313
3093,9,2/24/1993,1,Rev,7,2/24/1993,,,,,,,,,1129
2795,9,2/24/1993,1,Rev,7,2/24/1993,,,,,,,,,946
5877,9,2/24/1993,1,Rev,7,2/24/1993,,,,,,,,,2064
3080,12,2/5/1993,1,PR,7,10/29/1992,10/29/1994,,,,,,,,1123
2928,23,12/9/1992,1,SP,7,6/13/1992,6/14/1993,,,,,,,,1042
2086,30,8/6/1992,1,PR,7,5/8/1992,5/8/1994,,,,,,,,484
6109,12,2/5/1993,1,Rev,7,2/5/1993,,,,,,,,,2233
6081,23,11/9/1992,1,PR,7,7/30/1992,7/30/1994,,,,,,,,2212
2977,23,11/9/1992,1,PR,7,8/1/1992,8/1/1993,,,,,,,,1064
8028,12,2/5/1993,1,Rev,7,2/5/1993,,,,,,,,,2611
2520,39,9/26/1992,1,SP,7,10/26/1989,11/24/1989,,,,,,,,771
2524,12,2/5/1993,1,Rev,7,2/5/1993,,,,,,,,,775
2641,30,8/6/1992,1,PR,7,5/8/1992,5/8/1994,,,,,,,,856
6019,12,2/5/1993,1,Rev,7,2/5/1993,,,,,,,,,2171
6084,12,12/30/1992,1,Rep,7,,,,,,,,,,2215
6065,12,2/5/1993,1,Rev,4,2/5/1993,,,,,,,,,2200
6187,12,2/5/1993,1,Rev,7,2/5/1993,,,,,,,,,2280
2620,12,2/5/1993,1,Rev,4,2/5/1993,,,,,,,,,840
6123,12,2/5/1993,1,Rev,7,2/5/1993,,,,,,,,,2246
2701,12,2/5/1993,1,Rev,7,2/5/1993,,,,,,,,,892
3050,12,2/5/1993,1,Rev,7,2/5/1993,,,,,,,,,1111
2853,12,2/5/1993,1,Rev,7,2/5/1993,,,,,,,,,983
6075,12,2/5/1993,1,Rev,7,2/5/1993,,,,,,,,,2207
2740,9,2/23/1993,1,Rev,7,2/23/1993,,,,,,,,,911
5993,12,2/5/1993,1,Rev,,,,,,,,,,,2151
6051,12,2/5/1993,1,Rev,7,,,,,,,,,,2190
6053,12,2/5/1993,1,Rev,4,,,,,,,,,,2192
3310,12,2/5/1993,1,Rev,7,,,,,,,,,,1256
6203,12,2/5/1993,1,Rev,7,,,,,,,,,,2294
6190,12,2/5/1993,1,Rev,7,,,,,,,,,,2283
3298,9,2/23/1993,1,Sus/Pr,7,3/10/1993,3/10/1994,,alcohol counseling with 4 random alcohol tests,,,,,,1248
6162,9,2/23/1993,1,PR,7,1/29/1993,1/29/1995,,,,,,,,2268
2824,73,2/23/1993,1,PR,7,1/29/1993,1/29/1995,,,,,,,,962
5987,94,11/6/1992,1,Rev,7,,,,,,,,,,2147
2559,12,2/5/1993,1,Rev,7,,,,,,,,,,795
2777,12,2/5/1993,1,Rev,4,,,,,,,,,,936
6194,12,2/5/1993,1,Rev,7,,,,,,,,,,2286
6033,9,2/23/1993,1,Rev,7,2/23/1993,,,,,,,,,2178
2669,9,2/23/1993,1,Rev,7,2/23/1993,,,,,,,,,872
2981,9,2/23/1993,1,Rev,7,2/23/1993,,,,,,,,,1068
2426,9,3/8/1993,1,Rev,7,3/8/1993,,,,,,,,,707
8033,9,2/23/1993,1,Rev,4,2/23/1993,,,,,,,,,2613
6250,9,2/23/1993,1,Rev,4,2/23/1993,,,,,,,,,2328
6253,9,2/23/1993,1,Rev,7,2/23/1993,,,,,,,,,2331
6211,9,2/23/1993,1,Rev,7,2/23/1993,,,,,,,,,2301
2550,30,8/6/1992,1,Sus/Pr,7,9/6/1992,9/6/1994,,must complete remedial firearms course,,,,,,790
2567,116,11/2/1992,1,Sus/Pr,7,8/1/1992,11/1/1993,,prob from 11-01-92 to 11-01-93,,,,,,803
3394,9,3/22/1993,1,Pr/Rep,7,1/29/1993,1/29/1995,,,,,,,,1299
6074,39,2/26/1992,1,Sus/Pr,7,2/26/1992,2/26/1993,,,,,,,,2206
6144,30,8/6/1992,1,PR,7,5/8/1992,5/8/1993,,,,,,,,2259
2576,30,8/6/1992,1,Rev,7,8/6/1992,,,,,,,,,808
3070,301,2/5/1993,1,Rev,7,2/5/1993,,,,,,,,,1119
6042,23,3/8/1993,1,Rev,7,3/8/1993,,,,,,,,,2184
6247,12,2/5/1993,1,PR,7,2/20/1993,2/20/1995,,,,,,,,2324
8435,12,2/5/1993,1,Rev,,,,,,,,,,,2780
3561,5,5/3/1993,1,LG,7,,,,,,,,,,1382
2390,17,6/14/1991,1,Sus/Pr,7,6/14/1991,12/14/1993,,,,,,,,683
2913,23,11/9/1992,1,PR,7,11/9/1992,11/9/1994,,,,,,,,1029
9991,499,8/12/1997,1,DI,,,,,,,,,,,3506
2184,30,8/6/1992,1,PR,7,8/6/1992,8/6/1994,,,,,,,,547
5950,30,5/7/1992,1,Sus/Pr,7,10/10/1990,5/8/1993,,,,,,,,2119
5515,12,2/5/1993,1,Sus/Pr,7,6/1/1992,6/1/1993,,,,,,,,1787
6269,36,5/24/1993,1,Sus/Pr,7,2/1/1992,6/8/1994,,,,,,,,2344
6270,36,5/24/1993,1,Rev,7,5/24/1993,,,,,,,,,2345
3446,36,5/24/1993,1,Rev,7,5/24/1993,,,,,,,,,1323
6486,36,5/24/1993,1,Rev,7,5/24/1993,,,,,,,,,2495
3186,36,5/24/1993,1,Rev,7,5/24/1993,,,,,,,,,1182
2889,36,5/24/1993,1,Rev,7,5/24/1993,,,,,,,,,1011
3151,36,5/24/1993,1,Rev,4,5/24/1993,,,,,,,,,1165
6266,36,5/24/1993,1,Rev,4,5/24/1993,,,,,,,,,2342
6284,447,5/24/1993,1,Rev,7,5/24/1993,,,,,,,,,2354
3448,36,5/24/1993,1,Rev,7,5/24/1993,,,,,,,,,1324
3373,36,5/24/1993,1,Rev,7,5/24/1993,,,,,,,,,1290
6442,36,5/24/1993,1,Rev,7,5/24/1993,,,,,,,,,2463
2646,36,5/24/1993,1,DI,7,,,,,,,,,,861
2769,36,5/24/1993,1,Rev,7,5/24/1993,,,,,,,,,930
3292,36,5/24/1993,1,SP,7,6/8/1993,6/8/1994,,,,,,,,1243
6448,36,5/24/1993,1,Rev,7,5/24/1993,,,,,,,,,2466
3498,36,5/24/1993,1,Rev,7,5/24/1993,,,,,,,,,1351
2699,36,5/24/1993,1,Rev,7,5/24/1993,,,,,,,,,891
3326,36,5/24/1993,1,Rev,7,5/24/1993,,,,,,,,,1266
3218,36,5/24/1993,1,Rev,4,5/24/1993,,,,,,,,,1200
6294,36,5/24/1993,1,Rev,7,5/24/1993,,,,,,,,,2362
6157,36,5/24/1993,1,Rev,7,5/24/1993,,,,,,,,,2264
6446,36,5/24/1993,1,Rev,7,5/24/1993,,,,,,,,,2464
2768,36,5/24/1993,1,Rev,4,,,,,,,,,,929
2548,30,5/24/1993,1,VR,7,8/6/1992,,,,,,,,,788
2912,36,5/24/1993,1,Rev,7,,,,,,,,,,1028
5981,36,5/24/1993,1,DI,,,,,,,,,,,2143
2177,36,5/24/1993,1,PR,,5/24/1993,5/24/1994,,,,,,,,546
6102,36,5/24/1993,1,PR,,5/24/1993,5/24/1995,,,,,,,,2228
2949,36,5/24/1993,1,Rev,,,,,,,,,,,1050
2999,36,5/24/1993,1,Rev,,,,,,,,,,,1077
3239,36,5/24/1993,1,Rev,7,,,,,,,,,,1213
